artist_name,title,release,song_id,duration,key,key_confidence,loudness,mode,mode_confidence,tempo,time_signature,time_signature_confidence,year
Bare Jr.,Naked Albino,Boo-Tay,SODJUNF12A8C13337F,254.79791,10,0.647,-7.309,1,0.54,107.529,3,1.0,1998.0
Shelley Fabares,Johnny Loves Me (LP Version),The Best Of Shelley Fabares [Digital Version],SOVDDWO12A6D4F9A78,143.0722,0,0.675,-15.351,1,0.353,99.408,4,1.0,
Norrie Paramor,Dearly Beloved,In London_ In Love,SOFGQAP12AB0185946,163.49995,9,0.753,-25.694,1,0.629,79.731,4,0.897,
Gary Hobbs,The Look Of Love,Of My Times,SORGLCR12AB0184B69,289.64526,0,0.403,-9.435,1,0.578,188.502,1,0.0,
Diesel Boy,Cooler Than You,Venus Envy,SOLBIIE12AB0184DFC,124.15955,11,0.724,-4.793,1,0.583,133.729,1,0.046,1998.0
Angelo Badalamenti,Taryns Deepest Fear,Freddy's Favorites: The Best of A Nightmare On Elm Street,SORHOEV12A81C20F71,167.3922,4,0.694,-17.623,0,0.591,139.136,4,0.63,
Cradle Of Filth,Summer Dying Fast,Bitter Suites to Succubi,SOFPYXC12A58A7A4B9,321.35791,2,0.341,-6.2,0,0.369,193.693,4,0.617,1994.0
Jim Chappell,Still,Manila Nights,SOFQGCQ12AB0183609,263.94077,0,0.693,-19.821,1,0.528,76.693,4,0.524,
Ladybug,Snapshot,Snapshot,SOEBDBO12AC4688712,341.36771,10,0.432,-9.632,1,0.304,126.95,4,0.575,
Bandido,End Of The Road (Head Hornys Remix),End Of The Road - Single,SONIQSB12AB0189829,333.13914,6,0.598,-5.671,1,0.532,144.812,1,0.091,
Brixx,7 Miles,7 Miles,SOYNEII12AB0181DB6,349.12608,11,0.7,-11.708,0,0.319,138.003,4,0.0,
Nine Inch Nails,The Frail,Things Falling Apart,SOKIGWD12A6701DE9D,168.56771,7,0.576,-16.968,0,0.621,130.284,4,0.706,1999.0
Susana Seivane,Para Milladoiro,Os soños que volven,SOHXKAN12AC46872F1,350.71955,10,0.881,-13.038,1,0.901,152.013,4,1.0,2010.0
Leland Martin,Stone Cold Fingers (Bonus Track),Leland Martin,SOQZHMH12A8C13A393,175.62077,4,0.852,-10.647,1,0.743,159.968,4,0.415,
Test Icicles,Snowball,For Screening Purposes Only,SOLEYPL12A6D4F83CE,190.24934,4,0.441,-4.172,0,0.326,75.031,4,1.0,2005.0
Heaven 17,(We Don't Need This) Fascist Groove Thang,Endless,SOZFCNC12A6D4F76F3,255.16363,7,0.473,-10.756,1,0.505,150.837,4,0.466,1981.0
React,Drunk Alone,That Which Does Not Kill You...Can Only Make You Stronger : Three Way Split,SOPUQFS12A8C13DE1E,120.2673,10,0.634,-3.422,0,0.52,143.231,1,0.0,
Sven Tasnadi,Charisma,Break The Night,SOPNRDT12AB018A2D8,557.26975,11,0.259,-12.26,1,0.462,123.993,4,0.302,
Mance Lipscomb,Going Down Slow,Texas Songster,SOGTLVU12A8AE47D5D,187.53261,11,0.681,-23.527,1,0.541,97.981,1,0.0,2000.0
Scott Wesley Brown,All Rise,The Scott Wesley Brown Collection: A Library of 35 Favorite Songs,SOXNMDZ12A6D4FA20D,295.60118,2,0.783,-9.435,1,0.704,137.288,4,0.471,
Flávio José,Jogo Limpo,Seu Olhar Não Mente,SOGOJBW12AB018513B,252.02893,3,0.372,-8.639,1,0.467,168.323,4,0.484,
Moss,Silent Hill,Never Be Scared / Don't Be A Hero,SONNOCP12A8C145220,329.35138,2,0.144,-7.672,1,0.287,111.079,4,0.599,2009.0
Pery Ribeiro,Our Love Is Here To Stay,S'Wonderful Movie'n Bossa,SOUDHTP12AB0183403,180.00934,0,0.097,-13.668,1,0.325,133.009,4,0.682,
Soular,Everything Changes,Time and Space,SOWDEPU12A8C137B14,244.45342,6,0.516,-6.885,1,0.59,146.577,5,1.0,
Dimmu Borgir,Master Of Disharmony,Death ... Is just the beginning Vol.4,SOJBYGW12A8C13A497,282.53995,6,0.34,-4.2,0,0.34,140.458,3,0.595,1996.0
Public Image Ltd,(This Is Not A) Love Song (Live),Live In Tokyo,SOQDTQP12A6D4F793F,388.28363,0,0.551,-16.433,1,0.583,132.506,4,0.195,1983.0
Gary Moore,What Are We Here For,Dark Days In Paradise,SOJHKYL12A6D4FA0AC,345.93914,2,0.04,-6.951,1,0.148,153.862,4,0.404,1997.0
Pascal Sangla,Une petite pause,Une petite pause,SOJVWBA12AB018C326,243.1473,9,0.847,-14.737,1,0.639,93.238,4,0.521,2010.0
The B-52's,Wig,The B52's,SONRSQW12A6D4F6D1C,261.74649,0,0.427,-9.628,1,0.398,124.086,4,0.366,1986.0
Dakis,Perasmena Mesanihta,Moments,SONTBYD12A58A77A29,172.25098,2,0.558,-8.46,0,0.54,66.765,1,0.805,
Sex Pistols,God Save the Queen (Live),Punk International,SOMKMPB12A8C1447D0,216.60689,9,0.558,-3.736,1,0.533,145.518,4,0.675,1988.0
Chris Brown,Forever,Forever,SOSGQPS12A8AE48538,363.59791,1,0.638,-4.376,1,0.371,139.998,4,0.548,
Deekline & Wizard,Sun Is Shining,Breaks_ Beats & Blondes,SOKENJQ12AB017EC8C,271.77751,0,0.674,-6.947,1,0.556,90.648,3,1.0,2004.0
Daniela Dessì,New Age,Reiki - Spiritual Fitness_ Relaxation and Chakra Meditation,SOBNTXB12A8C1428BA,330.65751,2,0.706,-12.279,0,0.629,140.334,4,0.103,
Hem,Have Yourself A Merry Little Christmas,Peace At Last - EP,SOIKIJC12AC3DFB3D2,133.27628,5,0.783,-15.736,1,0.674,89.86,1,0.368,2005.0
Lily Allen,U Killed It,Alright_ Still (Deluxe),SOFJNQR12A6D4FAE92,264.69832,9,0.594,-5.871,1,0.509,156.097,4,1.0,2006.0
Pentangle,Rain And Snow,Light Flight - The Anthology,SOGDFIT12AB018528B,228.51873,5,0.579,-12.053,1,0.405,179.501,1,0.0,
DJ Dips,Gerra De De,This DJ,SOOIZTH12AB018C12E,240.3522,1,0.611,-6.248,1,0.544,86.689,3,0.859,
Ana Bekuta,Kako mi je pitas sad,Zlatni hitovi '90 1,SOQPJUL12AB0189379,145.57995,0,0.757,-13.703,1,0.637,160.261,5,0.182,
Jason Miles,Voices On The Corner,Miles To Miles,SOMBQEO12A8C135018,235.80689,10,0.391,-9.716,0,0.316,101.03,4,0.58,
Busdriver,(Bloody Paw On The) Kill Floor,RoadKillOvercoat,SOCQWKZ12A8C13CE4C,192.1824,6,0.211,-6.258,1,0.363,155.038,4,0.41,2007.0
Byther Smith,I Wish My Mother Was Here,Addressing The Nation With The Blues,SONETAN12A58A7ACEB,418.87302,1,0.826,-11.702,1,0.912,117.168,3,1.0,1989.0
Bebo & Cigala,Inolvidable,Lagrimas Negras,SOKEXTF12A8C13AE7E,198.26893,2,0.414,-14.509,0,0.485,132.967,1,0.405,2003.0
Bizarre Inc,Miracle,Surprise,SOUJISW12CF4E09416,420.10077,11,1.0,-9.062,1,0.726,139.91,4,1.0,1996.0
Bongzilla,Witch Weed (Live),Apogee,SOJKDKH12A58A761A2,397.26975,9,0.535,-6.788,1,0.333,95.882,4,0.0,1999.0
The Gone Jackals,Not Buried Deep Enough,Bone To Pick,SOTWWBZ12AB01845E0,229.79873,4,0.685,-12.772,1,0.418,135.175,3,0.639,1995.0
The Willis Brothers,Give Me 40 Acres (To Turn This Rig Around),Strictly Trucking,SOKZTUH12AB018B938,150.64771,7,0.804,-9.258,1,0.728,121.983,3,0.852,
Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd,Ernesto Nazareth,Music Of The Brazilian Masters,SOQDTZG12A8C1442E3,286.14485,9,0.206,-24.597,0,0.323,169.775,3,0.1,
S.U.P,The Cube (Live),To Live Alone,SOIFOLA12AB017CDA1,384.70485,11,0.582,-8.161,0,0.606,137.862,4,0.0,2001.0
Boogie Pimps,Get Back Down,PeeBoy EP,SOKHVZO12AB0184C4D,415.03302,1,0.46,-6.751,1,0.716,83.326,3,1.0,
Brian Keane,Battle Of The Rosebud / Cries,The Way West,SOMISOP12AC468D9D5,133.53751,4,0.0,-29.295,1,0.0,117.667,3,0.255,
Aberdeen,Beyond the Light,Suburban,SOOZKNQ12A6D4F6FD4,266.70975,9,0.731,-12.658,1,0.577,90.908,3,1.0,
The Killers,Spaceman,Hitzone 49,SOGOQGE12AB0182907,284.3424,4,0.49,-6.546,1,0.469,151.953,4,0.198,2008.0
Gloriana,Pulecenella 'e mò,Il meglio di Gloriana,SOWTIDJ12AB018808C,179.06893,0,0.437,-17.522,0,0.465,161.054,4,0.67,
Butterfly Temple,Iskorosten' (instr.),Za Solntsem Vsled,SONIHLC12AB0187B0C,100.5971,8,0.246,-10.777,1,0.326,159.895,5,0.298,
Grant Geissman,Big Stax/High Volts (Album Version),Time Will Tell,SOLBHCO12AB018769A,320.60036,9,0.802,-9.993,1,0.463,128.219,4,0.859,
20/20,It Goes On,4 Day Tornado,SOVZVPT12AB018A59E,302.36689,6,1.0,-12.99,1,0.947,101.229,4,0.634,
José Augusto,Pecado De Amor,Ao Vivo,SOZWDHS12AB0188A33,284.70812,0,0.106,-8.339,1,0.324,98.859,4,0.326,
Orbital,Illuminate,The Altogether,SOFSKON12A8C13B3B5,327.8624,0,0.509,-6.531,1,0.519,125.975,4,0.794,2001.0
Bone Thugs-N-Harmony / Akon,Never Forget Me,Strength & Loyalty,SOBOCAG12A6BD55D56,286.30159,1,0.529,-6.933,1,0.317,154.09,4,0.625,2007.0
Moonsorrow,Ukkosenjumalan poika,Kivenkantaja,SONCYFS12A8C14261E,356.49261,9,0.764,-4.178,1,0.561,124.237,4,0.0,2001.0
N.W.A.,A B***** Is A B***** (Edited),Straight Outta Compton,SOTNBNN12A6D4F6CC7,168.75057,9,0.445,-8.91,1,0.419,97.099,4,1.0,1989.0
Rage Against The Machine,Kick Out The Jams,Live at the Grand Olympic Auditorium,SOXZLDX12A58A7CE52,201.56036,9,0.539,-2.069,1,0.379,140.63,1,0.0,2000.0
Jazz Gillum,Me And My Buddy,Take One More Chance With Me,SOEESQT12A8C13C7D5,185.67791,0,0.04,-16.844,0,0.123,101.41,1,0.0,
Rise Against,Amber Changing,Revolutions Per Minute,SOSKUNI12AB0187F12,218.8273,4,0.355,-3.803,1,0.354,186.254,4,0.526,2003.0
Ultraviolence,Murder Academy,Psycho Drama,SOSLFMU12AB018FFEA,303.04608,1,0.745,-10.57,1,0.556,210.47,4,0.418,1995.0
Korn,Hey Daddy,Issues,SOOKISK12AB0180667,224.522,7,0.435,-6.694,1,0.467,94.057,4,1.0,1999.0
Sir Neville Marriner,4 Sea Interludes Op. 33a: Storm,Britten: Orchestral Works,SOVGBEK12A8C134E04,315.27138,4,0.517,-16.753,1,0.396,100.349,1,0.0,
Agnes,I Need You Now,I Need You Now,SORJOMF12AB0186F78,275.06893,7,0.727,-4.376,1,0.552,124.009,4,0.944,
James Horner,Atmosphere Station,Aliens - The Deluxe Edition,SOVTGXQ12A6D4FB9CA,191.81669,9,0.137,-38.525,1,0.399,90.084,1,0.342,1986.0
Tantric,Walk Away,Mind Control,SOLKTEK12AB018BE1A,177.24036,2,0.796,-1.843,1,0.732,106.698,1,0.792,2009.0
Mastodon,Shadows That Move,Call of the Mastodon,SODYZIU12A8C13FBD9,233.58649,2,0.604,-3.937,1,0.402,89.78,4,0.0,2001.0
Xcultures,Smile,One World One People,SOJRCDU12AB0189D27,38.3473,9,0.054,-16.006,0,0.334,107.177,7,0.545,2000.0
The Irish Tenors,Mountains Of Mourne,Live From Dublin,SOBMHTY12AC9097B7C,100.85832,10,0.045,-19.794,1,0.344,152.258,4,0.487,
U2,Kite Live from Sydney,Window In The Skies,SOZWHVZ12A6D4F90E7,485.19791,3,0.878,-7.614,1,0.916,134.083,4,0.662,2007.0
Little Joe,Loco (Crazy),Nuestra Tradición,SOQAHUW12AB0181F04,239.01995,5,0.606,-10.274,1,0.598,106.398,3,1.0,
Korn,Ever Be,Untitled,SOVHRBI12A81C22E02,288.49587,10,0.439,-5.912,1,0.383,160.022,3,0.719,2007.0
Blind Blake & The Royal Victoria Hotel Calypsos,Oh Look Misery,Bahamian Songs,SOHULHF12AB017F6CF,151.53587,7,0.497,-7.108,1,0.494,101.492,4,1.0,
Percy Faith,Yesterdays,A Jerome Kern Songbook,SOFWWGY12AB0185BC5,160.28689,0,0.837,-15.578,0,0.718,86.141,4,0.77,
Extreme,Teacher's Pet,Extreme,SOEETVW12A6D4F93B8,181.55057,1,0.306,-9.334,1,0.369,120.097,4,0.194,
Alexandre Desplat,Palmer enquête,L'enquête corse - bof,SOJTIKK12A8C13B15E,70.26893,7,0.417,-16.942,0,0.524,128.173,4,0.189,2004.0
Prozak,Go To Hell,Tales From The Sick,SOQBQWN12AB0186782,173.24363,8,0.364,-6.021,1,0.433,88.835,4,0.854,
Jerry Butler,Moon River - Original,Jerry Butler Selected Hits Vol. 4,SOKLQWF12A8C1423F2,155.74159,2,0.426,-13.135,1,0.45,105.24,4,0.0,
Yvette Horner,La Plus Bath Des Javas,L'essentiel 2003,SORQLMX12A8C133FCD,148.03546,7,0.881,-6.893,1,0.724,162.385,1,0.0,
Delta 9,Infidel,No Regrets,SOCLQKJ12AF72A4AB0,94.06649,2,0.171,-9.506,1,0.24,109.636,5,0.935,
Placebo,English Summer Rain,Sleeping With Ghosts,SODWXQV12A6310F10D,241.52771,10,0.532,-7.255,0,0.523,108.264,4,0.902,2003.0
Tam Tam Go!,Spanish Shuffle (Album Version),Miscelanea,SORKRKK12A8C13C12F,226.82077,9,0.51,-7.684,1,0.456,119.524,4,0.941,
Gertrudis,Intro,500,SOQPPKZ12A58A7B1EC,106.52689,9,0.0,-12.385,0,0.0,97.76,4,0.832,2009.0
Warrior King,Empress So Divine,Virtuous Woman,SOXSUNF12A8C134195,224.28689,10,0.693,-4.779,1,0.501,241.877,4,0.947,2002.0
Soda Stereo,Terapia De Amor Intensiva,De Musica Ligera,SOVRJYX12AB01844E1,340.29669,7,0.403,-11.356,1,0.196,91.328,4,0.884,1988.0
LORE,Haunting,My Soul Speaks,SOMOHEI12AB018785F,216.55465,8,0.9,-8.147,1,0.702,130.062,4,0.281,
Soul Asylum,Lies Of Hate,Candy From A Stranger,SOOGRLD12A8C132B2F,279.2224,11,0.905,-6.582,0,0.883,68.734,4,0.0,1998.0
Carl Doy with NZSO,The First Noel,Music For Christmas Lovers,SODAEVD12AB01886BB,158.56281,2,0.954,-16.527,1,0.647,94.658,3,0.653,
Horace Andy,Musical Episode,Exclusively,SOAESJW12A8C137CC2,234.44853,10,0.166,-10.173,0,0.211,102.055,1,0.0,2005.0
Jimmy Wakely,Beautiful Brown eyes,Country Masters Vol 1,SOHCYVK12AB017BBF2,155.95057,2,0.745,-14.123,1,0.704,109.065,1,0.04,2001.0
The Nightraver & The Magican,Drop the Bass,Ultimate Happy Hardcore 3,SOCWXYM12AB018BDF3,233.53424,6,0.741,-5.483,1,0.548,184.981,4,0.32,
Rah Digga (Featuring Outsidaz),The Last Word (Amended Version),Dirty Harriet,SOSYVIZ12A8C141964,256.80934,7,0.638,-7.307,1,0.684,201.802,3,0.896,2000.0
RUN-DMC,Hard Times,Run DMC,SOTVEKK12A8C1392E1,234.65751,1,0.572,-12.75,1,0.382,119.67,4,0.686,1984.0
Bert Kaempfert And His Orchestra,Just As Much As Ever,Love That Bert Kaempfert,SOHGAJH12A6D4F8F58,163.76118,0,0.377,-10.328,1,0.395,105.181,1,0.0,
Hank Locklin,Filipino Baby,Please Help Me I'm Fallin',SOCTSJA12AC9618325,159.03302,9,0.703,-9.668,1,0.653,165.668,3,0.928,
Lady May,The Boss,Pink Chokolate!,SOTYCYE12AC468AA08,214.04689,1,0.695,-5.444,1,0.61,188.056,3,1.0,
Nightwish,Escapist,Made In Hong Kong (And In Various Other Places),SOAKXET12CF5F86E71,301.06077,3,0.569,-4.144,1,0.591,143.97,4,0.456,2007.0
Angelo Badalamenti,Jeffrey's Dark Side,Blue Velvet,SOYDHCW12A6D4F9A2E,109.37424,6,0.163,-18.349,1,0.348,61.883,1,0.56,1987.0
Frank Chacksfield,Someone to Watch Over Me,Windsor Strings,SOGBJSK12AB018D052,151.82322,7,0.569,-20.964,1,0.623,0.0,1,0.0,
Cesar Camargo Mariano/Helio Delmiro,Milagre Dos Peixes/ Musica Incidental: Cais/ Music Incidental: San Vicente,Samambaia,SOSTFTW12A8C13B84A,287.11138,9,0.577,-11.877,1,0.4,163.167,4,0.0,
Buzzhorn,Pinned To The Ground (album version),Disconnected,SOLHFZF12AB018AB3E,239.98649,9,0.03,-5.627,0,0.39,144.836,3,0.442,2002.0
Silverstein,Always And Never (Album Version),Discovering The Waterfront,SOZEHMC12A6D4F9F30,229.642,2,0.548,-1.998,1,0.602,108.499,4,0.785,2005.0
!!!,Myth Takes,Myth Takes,SOYHNTG12A6D4F5703,143.98649,11,0.673,-7.901,0,0.677,193.978,4,0.0,2007.0
The Secret Life of Teenage Girls,Carpe PM,The Last Living American Marxists,SOGBRIU12A582A214C,153.20771,0,0.0,-8.798,1,0.0,88.935,4,0.777,
The Notorious B.I.G.,Who Shot Ya (Amended Album Version),Greatest Hits,SOLCPEB12A58A7BF47,316.65587,4,0.613,-5.934,1,0.462,91.69,4,0.825,2007.0
Led Zeppelin,Poor Tom (Album Version),Coda,SOFOGMR12A8C140FFF,182.09914,1,0.076,-10.7,1,0.342,210.8,7,0.411,1982.0
Sandi Thom,Wounded Hearts,The Pink & The Lily,SOBJYXZ12A8AE45FF1,205.21751,4,0.666,-4.332,1,0.578,82.205,4,0.945,2008.0
Carl Belew,Love's Been Good To Me,20 Greatest Hits,SOGJSEF12AB01847D4,131.05587,4,0.64,-15.672,1,0.477,121.563,1,0.0,
The Field Mice,When Morning Comes To Town,Coastal,SOCVGQS12A8C13D7DF,316.73424,3,0.356,-15.54,1,0.524,162.682,4,0.0,1989.0
Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas,Estate,Once More,SOGVRHK12A8AE47FFB,431.64689,11,0.191,-14.621,0,0.366,106.219,1,0.0,
Catherine Howe,Freedom Enough (From Silent Mother Nature),Harry / Silent Mother Nature,SOGGYSM12A58A79111,183.37914,4,0.686,-11.428,1,0.508,172.337,4,0.0,
Malkit Singh,Hai Shava,Hai Shava,SOHCENZ12A8C13AC85,324.51873,5,0.75,-11.273,1,0.675,210.305,4,0.561,1993.0
Rodney O & Joe Cooley,Nutty Block,Get Ready To Roll,SOIKVVS12AB0184063,172.01587,1,0.035,-9.745,0,0.607,175.393,4,0.751,1991.0
Dean Martin,Until You Love Someone,Love From&The Rat Pack,SOYCTBG12A8C144341,165.66812,0,0.301,-10.917,0,0.358,128.459,5,0.937,2005.0
Strata,Part One From Triomusic,STRATA,SOMCCPJ12A8C142B6B,377.67791,2,0.656,-21.787,1,0.463,109.671,5,0.824,2004.0
James Darren,Hello Young Lovers (LP Version),Love Among The Young,SOVKCDB12A6D4FB2AB,145.00526,5,0.378,-14.449,0,0.208,141.024,4,1.0,
Till West & DJ Delicious,Same Man,Ministry of Sound Presents 100,SOONOZL12A6D4FC475,153.28608,1,0.087,-7.535,1,0.468,125.558,4,1.0,2006.0
Carlos Nuñez,Quiero Ir Ao Mar,Cinema Do Mar,SOIHZMH12AB017DF93,215.35302,9,0.779,-10.918,0,0.773,211.327,3,1.0,2005.0
Igor Stravinsky,The Owl and the Pussy-cat,Essential Igor Stravinsky,SOCQJBX12AF72AA6F2,156.70812,11,0.388,-21.25,1,0.438,147.637,4,0.187,
Gene Clark,Set You Free This Time,Echoes,SOMWLCK12A8C135D69,168.38485,9,0.327,-12.77,1,0.578,98.49,1,0.0,1998.0
Maysa,Bloco Da Solidao (1996 Digital Remaster),Talento,SORHXYU12A8C13716B,150.25587,10,0.038,-15.574,0,0.371,137.673,7,0.415,
The Shirelles,Will You Love Me Tomorrow,Dreamboats & Petticoats 2,SOEMLQO12AB01808B6,159.76444,0,0.603,-9.79,1,0.134,68.283,4,0.692,1960.0
The American Boychoir,Stille nacht_ heilige nacht,Voices of Angles - Christmas Favorites from the American Boychoir,SOITEVV12A6D4F5969,230.26893,2,1.0,-32.017,1,0.867,0.0,1,0.0,
JDS,Nine Ways,Cream Trance Anthems Ibiza 2009,SOWNSZY12AB0180BCF,465.60608,1,0.533,-5.533,1,0.598,134.014,4,0.109,
Panic At The Disco,Northern Downpour (Album Version),Northern Downpour,SOQKKPE12A8C13C2CD,247.77098,5,0.454,-8.901,1,0.407,85.157,4,0.0,
Jan Howard,Bad Seed,Love Is A Sometimes Thing,SORJXPY12AB0182839,165.98159,1,0.49,-15.915,1,0.648,86.162,4,1.0,
Abraham Laboriel,Exchange,Guidum,SOIRGRL12AB0186BC2,368.16934,11,0.252,-8.489,0,0.393,93.106,4,0.0,1995.0
Michèle Arnaud,Marie D'Aquitaine,Disque Pathé,SOEGTAN12A6D4F8726,176.27383,3,0.0,-13.366,1,0.0,49.262,4,0.0,
Sticky Fingaz,Oh My God,Oh My God,SODTRPJ12A8C1377E9,266.4224,6,0.358,-5.947,0,0.324,80.149,4,1.0,2000.0
Dame Joan Sutherland / New Philharmonia Orchestra / Richard Bonynge,Joy To The World,A Classic Christmas,SOKPFTZ12A6D4FA141,111.0722,6,0.103,-13.826,1,0.476,82.422,4,0.377,
The Jeff Healey Band,Hoochie Coochie Man,Road House,SOFVRCJ12AB018B4DA,313.7824,7,0.241,-11.488,1,0.362,107.197,3,1.0,1989.0
Angela Dimitriou,Ftei O Erotas,Thisia Live,SORWMLD12A8C137D1A,265.37751,9,0.446,-9.28,0,0.494,124.177,4,0.681,
Danny Wilson,The Second Summer Of Love,Bebop Moptop,SOFHQCR12A8C138A74,167.20934,7,0.605,-7.928,1,0.677,196.034,4,0.868,1989.0
Lionel Rogg,Prelude And Fugue In C Major BWV 531 : Fugue,Bach: Organ Works Vol.2,SOCPGVG12AB018AA84,240.61342,0,0.314,-14.367,1,0.601,64.401,4,0.0,
Java,Don't Phunk With My Heart,Dance Tribute to Lady Gaga Vs Black Eyed Peas,SOYUFEN12AB018BF99,356.41424,1,0.651,-7.598,1,0.531,130.861,4,0.132,
SWAMI featuring Asuivre,Give It What U Got,EQUALIZE,SOLWQFA12AB01899E8,260.28363,10,0.014,-2.939,0,0.32,90.008,4,0.676,2007.0
The Black Velvet Band,Dancing To A Standstill,King Of Myself,SOAMXQV12AB018775F,256.39138,9,0.59,-8.632,1,0.67,122.174,4,0.302,
Lisa Lynne,Isla del Luna,Seasons Of The Soul,SOENDOQ12A8C139A41,316.49914,2,0.6,-14.544,1,0.657,95.981,4,0.186,1999.0
Pe'z,Spirit,Realive Tour 2002 -Odoranya Son Son- in Tokyo,SOWHAEF12A8C13EF0C,252.57751,0,0.194,-7.605,0,0.072,75.955,5,0.866,
Shawn Colvin,Another Long One,Steady On,SOTTXNS12AB0187861,224.60036,8,0.719,-13.256,1,0.565,210.871,4,1.0,1989.0
Stephy Tang,Leng Jing,Music Cafe,SOXSLOL12AB0188039,214.12526,4,0.272,-7.225,0,0.359,105.196,1,0.569,
Casual,OAKtown,The Building,SOQLGFP12A58A7800E,259.44771,4,0.412,-8.422,0,0.329,106.689,1,0.612,
Backstreet Boys,Larger Than Life,Just Want You To Know,SOPVXLX12A8C1402D5,236.25098,0,0.005,-5.12,1,0.51,112.787,4,0.572,1999.0
Tiny Tim,I Hold Your Hand In Mine [Live At Royal Albert Hall],Live! At The Royal Albert Hall,SOAOIBZ12AB01815BE,43.36281,6,0.02,-23.996,1,0.361,93.779,3,0.666,2000.0
Kenny G featuring Daryl Hall,Baby Come To Me,At Last... The Duets Album,SOZHPGD12A8C1394FE,236.93016,0,0.242,-8.041,1,0.555,89.865,4,0.879,
Christos Dantis,Den Pai Alo,Daktilika Apotipomata,SOSLAVG12A8C13397F,243.82649,5,0.126,-10.957,0,0.293,133.339,4,0.82,
David Martin,It Wont Be Christmas,A Christian Christmas Celebration (Gift of Love),SOTTDKS12AB018D69B,241.47546,0,0.996,-14.835,1,0.865,98.718,4,0.822,
John Davis,Knocked Out Of The Park,Leave Home,SOMVWWT12A58A7AE05,183.17016,5,0.923,-22.289,1,0.721,74.072,1,0.888,
Trafik,Salt In NYC,Salt In NYC,SOQVMXR12A81C21483,424.12363,8,0.466,-10.683,0,0.437,130.006,4,0.628,
Nick Ingman;Gavyn Wright,Wessex Loses a Bride,Shakespeare in Love - Music from the Miramax Motion Picture,SODUJBS12A8C132150,111.62077,4,0.835,-18.703,0,0.687,104.394,3,0.452,
Eddie Calvert,Erica (2005 Digital Remaster),Oh Mein Papa,SOBBXLX12A58A79DDA,138.63138,4,0.196,-9.672,1,0.197,159.587,1,0.033,
Glad,Blessed Assurance,Simply Glad,SOTUKVB12AB0181477,270.602,2,0.69,-10.754,1,0.693,192.702,5,0.922,1993.0
Steel Rain,Loaded Like A Gun,Trial and Error,SOOJPRH12A8C141995,173.19138,3,0.043,-8.372,0,0.291,98.11,4,0.65,
Los Manolos,Rumba De Barcelona,Rumbas Sin Fronte Ras,SOBCOSW12A8C13D398,218.38322,7,0.403,-4.37,0,0.479,118.595,4,0.664,
Gloriana,Clementina Santafè,Il meglio di Gloriana,SOQOTLQ12AB01868D0,153.33832,2,0.573,-15.599,1,0.594,143.601,1,0.0,
Bombay Rockers,Wild Rose (Back 2 Basics Mix),Wild Rose,SOBKWDJ12A8C13B2F3,230.71302,4,0.282,-6.358,0,0.269,81.319,3,0.125,
Jinx,Kutt Free (DJ Volume Remix),Kutt Free,SOFNOQK12AB01840FC,407.37914,6,0.007,-7.884,1,0.436,89.345,5,1.0,
Chase & Status,Ten Tonne,Ten Tonne EP,SOGVQGJ12AB017F169,337.68444,4,0.409,-5.134,0,0.414,174.993,4,0.753,2005.0
Tom Petty,A Higher Place (Album Version),Wildflowers,SOFFKZS12AB017F194,236.17261,9,0.58,-4.954,1,0.539,129.122,4,0.0,1994.0
Montserrat Caballé;Placido Domingo;Vicente Sardinero;Judith Blegen;Sherrill Milnes;Georg Solti,Sono andati? Fingevo di dormire,Puccini: Highlights From La Boheme,SOBAYLL12A8C138AF9,511.16363,8,0.662,-26.358,1,0.385,86.666,3,0.558,
Pucho & His Latin Soul Brothers,Got My Mojo Workin,Mucho Pucho,SOLEYHO12AB0188A85,338.23302,8,0.262,-15.672,1,0.388,231.867,4,0.655,
Soul Mekanik,Get Your Head Stuck On Your Neck,Get Your Head Stuck On Your Neck,SOPEGZN12AB0181B3D,45.66159,5,0.194,-21.593,1,0.5,190.698,4,0.876,
Mitch Ryder,Jenny Take a Ride,American Legend,SOXILUQ12A58A7C72A,207.43791,9,0.674,-11.255,1,0.559,97.538,4,0.727,2004.0
Blingtones,Sonnerie lalaleulé hi houuu,Sonneries tyroliennes,SOTCKKY12AB018A141,29.54404,6,0.208,-11.494,1,0.428,95.225,3,0.393,
Luna Orbit Project,Midnight Star,Northern Blue,SOSWKAV12AB018FC91,335.51628,5,0.486,-7.427,0,0.397,139.993,4,0.0,
Danilo Perez,Native Soul,. . . Till Then,SONSKXP12A8C13A2C9,197.19791,7,0.525,-16.113,1,0.365,159.233,1,0.039,2003.0
Line Renaud,Der Kleine Dompfaff,Platinum Line Renaud,SOUPIRU12A6D4FA1E1,152.92036,1,0.691,-9.843,1,0.66,124.75,3,0.758,
King Curtis,A Whiter Shade Of Pale (Live @ Fillmore West),Live At Fillmore West [w/bonus tracks],SODREIN12A58A7F2E5,326.00771,0,0.392,-17.492,1,0.631,100.415,4,0.7,
Sophie B. Hawkins,The Ballad Of Sleeping Beauty,Whaler,SONWXQJ12A8C134D94,305.162,9,0.582,-6.301,1,0.583,105.003,4,0.669,1994.0
